show_id,show_date,city,state,country,venue,artist_name,tour_name,festival_flag,set_index,song_index,song_name,is_cover,cover_artist,encore_index
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,0,Woods Lake,0,,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,1,Freight Train,1,Alan Jackson,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,2,Comet,0,,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,3,Gypsy,0,,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,4,Molly and Tenbrooks,1,[traditional],
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,5,Paradise,1,John Prine,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,6,Seven Devils,0,,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,7,Mountain,0,,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,8,Timebomb,1,Old 97’s,
434f6bb7,2025-11-20,Covington,Kentucky,United States,Madison Live,Kitchen Dwellers,,0,0,9,Can You Get to That,1,Funkadelic,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,0,Muir Maid,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,1,Diggin on a mountainside,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,2,Here We Go,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,3,Paradise Valley,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,4,Broken Cage,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,5,The Living Dread,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,0,6,New Horizons,1,Yonder Mountain String Band,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,0,Rain and Snow,1,[traditional],
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,1,Sweet Baby James,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,2,Church Street Blues,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,3,Over the Waterfall,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,4,Ghost in the Bottle,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,5,The Crow and the Raven,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,6,Drowning (... Again),0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,7,Centerfold,0,,
234238eb,2025-11-13,Cambridge,Massachusetts,United States,The Sinclair,Kitchen Dwellers,,0,1,8,Drowning (... Again),0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,0,This Time,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,1,Sunday Funday,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,2,Driftwood,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,3,Tom Barrett,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,4,Old Train,1,The Seldom Scene,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,5,Wayfaring Stranger,1,[traditional],
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,6,Pendulum,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,0,7,Smokestack,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,0,Letterbound,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,1,The Streamlined Cannonball,1,Roy Acuff,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,2,Meagher's Reel,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,3,Waterford Son,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,4,Katabatic,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,5,Wise River,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,6,June Apple,1,[traditional],
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,7,Mountain,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,8,Not Fade Away,1,The Crickets,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,9,Ebeneezer's Winter,0,,
2b4f9ca2,2025-11-02,Winston-Salem,North Carolina,United States,The Ramkat,Kitchen Dwellers,,0,1,10,Lean on Sheena,1,Avoid One Thing,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,0,Unwind,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,1,Aliens Exist,1,blink‐182,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,2,Years of My Life,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,3,Wind Bitten,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,4,Foundation,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,5,Seminole Wind,1,John Anderson,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,6,Foundation,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,7,Comet,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,0,8,Mimas and Ida,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,0,Cabin Pressure,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,1,Stargazer,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,2,Drop Tine,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,3,Night Rider's Lament,1,Michael Burton,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,4,Mountain,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,5,Ebeneezer's Winter,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,6,Alabama Song,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,7,Ebeneezer's Winter,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,1,8,Mountain,0,,
334fac95,2025-10-29,Birmingham,Alabama,United States,Saturn,Kitchen Dwellers,,0,2,0,Wayside/Back in Time,1,Gillian Welch,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,0,Broken Cage,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,1,Ebeneezer's Winter,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,2,Unwind,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,3,Old Crow Whiskey and a Cornbread Moon,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,4,Pendulum,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,5,Standing On the Rock,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,6,Cabin Pressure,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,7,Their Names are the Trees,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,8,Phaedrus,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,9,Prelude,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,10,Seven Devils,0,,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,11,Ten,1,Yonder Mountain String Band,
6b4ef23e,2025-10-09,Eureka Springs,Arkansas,United States,The Farm,Kitchen Dwellers,,0,0,12,Timebomb,1,Old 97’s,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,0,Seven Devils,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,1,Gypsy,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,2,Muir Maid,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,3,Son of a Son of a Sailor,1,Jimmy Buffett,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,4,Muir Maid,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,5,Drop Tine,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,6,Where They Do Not Know My Name,1,Bad Livers,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,7,Letter Bound>,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,8,Drowning (... Again),0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,9,Comet>,0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,10,Drowning (... Again),0,,
3b418c10,2025-09-20,Annapolis,Maryland,United States,Sandy Point State Park,Kitchen Dwellers,,0,0,11,Lean on Sheena,1,Avoid One Thing,
b420126,2025-08-16,San Francisco,California,United States,The Regency Ballroom,Kitchen Dwellers,,0,0,0,Visions of Mohr,0,,
b420126,2025-08-16,San Francisco,California,United States,The Regency Ballroom,Kitchen Dwellers,,0,0,1,Unwind,0,,
b420126,2025-08-16,San Francisco,California,United States,The Regency Ballroom,Kitchen Dwellers,,0,0,2,Pendulum,0,,
b420126,2025-08-16,San Francisco,California,United States,The Regency Ballroom,Kitchen Dwellers,,0,0,3,Seven Devils,0,,
23432013,2025-08-14,Forest Grove,Oregon,United States,McMenamins Grand Lodge Concerts in the Grove,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Woods Lake,0,,
23432013,2025-08-14,Forest Grove,Oregon,United States,McMenamins Grand Lodge Concerts in the Grove,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,,0,,
23432013,2025-08-14,Forest Grove,Oregon,United States,McMenamins Grand Lodge Concerts in the Grove,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Muir Maid,0,,
23432013,2025-08-14,Forest Grove,Oregon,United States,McMenamins Grand Lodge Concerts in the Grove,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Sundown,0,,
23432013,2025-08-14,Forest Grove,Oregon,United States,McMenamins Grand Lodge Concerts in the Grove,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Seven Devils,0,,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Unwind,0,,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Molly and Tenbrooks,1,[traditional],
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Pendulum,0,,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Drowning (... Again),0,,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,E.M.D.,1,The David Grisman Quintet,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,The Crow and the Raven,0,,
5b433b58,2025-08-13,Jacksonville,Oregon,United States,Britt Festival Pavilion,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,New Horizons,1,Yonder Mountain String Band,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Comet,0,,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Cabin Pressure,0,,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Drop Tine,0,,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Unwind,0,,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Wind Bitten,0,,
53437f3d,2025-08-07,Grand Junction,Colorado,United States,Las Colonias Amphitheater,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Timebomb,1,Old 97’s,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Drowning (... Again),0,,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Sundown,0,,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Birds of a Feather,1,Phish,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,June Apple,1,[traditional],
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,L.A. Woman,1,The Doors,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,The Crow and the Raven,0,,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,Visions of Mohr,0,,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,7,Stand at Ease,0,,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,8,New Horizons,1,Yonder Mountain String Band,
7343a2d1,2025-08-02,Del Norte,Colorado,United States,High Valley Lumber Co,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,9,What the Night Brings,1,Jeff Austin,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Pendulum,0,,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Unwind,0,,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Old Friend,0,,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Big Mon,1,Bill Monroe and the Bluegrass Boys,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Seven Devils,0,,
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Cuckoo's Nest,1,[traditional],
23429073,2025-07-16,Huber Heights,Ohio,United States,Rose Music Center at The Heights,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,Seven Devils,0,,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Seven Devils,0,,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,High on a Mountain Top,1,Ola Belle Reed,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Stand at Ease,0,,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Freeborn Man,1,Keith Allison,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Drowning (... Again),0,,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Sundown,0,,
6b42b60e,2025-07-13,Charlotte,North Carolina,United States,The Amp Ballantyne,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,Drowning (... Again),0,,
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Woods Lake,0,,
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Tom Barrett,0,,
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Old Train,0,,
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Shadows,0,,
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,June Apple,1,[traditional],
5b455b7c,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Seven Devils,0,,
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Woods Lake,0,,
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Tom Barrett,0,,
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Old Train,0,,
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Shadows,0,,
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,June Apple,1,[traditional],
34551db,2025-07-11,Cary,North Carolina,United States,Koka Booth Amphitheatre,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Seven Devils,0,,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Unwind,0,,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Pendulum,0,,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Sundown,0,,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,E.M.D.,1,The David Grisman Quintet,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Drowning (... Again),0,,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Lean on Sheena,1,Avoid One Thing,
33451cb9,2025-07-10,Vienna,Virginia,United States,Filene Center at Wolf Trap,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,Drowning (... Again),0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,0,Shadows,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,1,Stand at Ease,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,2,Wind Bitten,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,3,Letterbound,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,4,Cabin Pressure,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,5,Drop Tine,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,6,Broken Cage,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,7,Their Names are the Trees,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,0,8,All Aboard,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,0,Unwind,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,1,I'm Still Here,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,2,Orphan Annie,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,3,Wise River,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,4,June Apple,1,[traditional],
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,5,The Crow and the Raven,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,6,Prelude,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,7,Seven Devils,0,,
6b447e5a,2025-06-24,Nashville,Tennessee,United States,Ryman Auditorium,Kitchen Dwellers,Rowdy Summer Nights Tour,0,1,8,Ten,1,Yonder Mountain String Band,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,0,Smokestack,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,1,Pendulum,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,2,Chest Fever,1,The Band,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,3,Gypsy,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,4,Mountain,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,5,Cabin Pressure,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,6,Paradise Valley,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,7,Mountain,0,,
335d6815,2025-06-20,Highmount,New York,United States,Belleayre Mountain Ski Center,Kitchen Dwellers,,0,0,8,Time Bomb,1,Rancid,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,0,Woods Lake,0,,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,1,The Crown,0,,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,2,Guilty,0,,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,3,Letterbound,0,,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,4,Wind Bitten,0,,
6b5b7aa6,2025-06-14,Swanzey,New Hampshire,United States,Cheshire County Fairgrounds,Kitchen Dwellers,,0,0,5,Dixie Chicken,1,Little Feat,
